Level,ID,Extended_ID,Title,ShortTitle
4,M7010,M 70.10,Activities of head offices,
4,M7021,M 70.21,Public relations and communication activities,
4,M7022,M 70.22,Business and other management consultancy activities,
4,M7111,M 71.11,Architectural activities,
4,M7112,M 71.12,Engineering activities and related technical consultancy,
4,M7120,M 71.20,Technical testing and analysis,
4,M7211,M 72.11,Research and experimental development on biotechnology,
4,M7219,M 72.19,Other research and experimental development on natural sciences and engineering,
4,M7220,M 72.20,Research and experimental development on social sciences and humanities,
4,M7311,M 73.11,Advertising agencies,
4,M7312,M 73.12,Media representation,
4,M7320,M 73.20,Market research and public opinion polling,
4,M7410,M 74.10,Specialised design activities,
4,M7420,M 74.20,Photographic activities,
4,M7430,M 74.30,Translation and interpretation activities,
4,M7490,M 74.90,"Other professional, scientific and technical activities n.e.c.",
4,M7500,M 75.00,Veterinary activities,
4,N7711,N 77.11,Renting and leasing of cars and light motor vehicles,
4,N7712,N 77.12,Renting and leasing of trucks,
4,N7721,N 77.21,Renting and leasing of recreational and sports goods,
4,N7722,N 77.22,Renting of video tapes and disks,
4,N7729,N 77.29,Renting and leasing of other personal and household goods,
4,N7731,N 77.31,Renting and leasing of agricultural machinery and equipment,
4,N7732,N 77.32,Renting and leasing of construction and civil engineering machinery and equipment,
4,N7733,N 77.33,Renting and leasing of office machinery and equipment (including computers),
4,N7734,N 77.34,Renting and leasing of water transport equipment,
4,N7735,N 77.35,Renting and leasing of air transport equipment,
4,N7739,N 77.39,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",
4,N7740,N 77.40,"Leasing of intellectual property and similar products, except copyrighted works",
4,N7810,N 78.10,Activities of employment placement agencies,
4,N7820,N 78.20,Temporary employment agency activities,
4,N7830,N 78.30,Other human resources provision,
4,N7911,N 79.11,Travel agency activities,
4,N7912,N 79.12,Tour operator activities,
4,N7990,N 79.90,Other reservation services and related activities,
4,N8010,N 80.10,Private security activities,
4,N8020,N 80.20,Security systems service activities,
4,N8030,N 80.30,Investigation activities,
4,N8110,N 81.10,Combined facilities support activities,
4,N8121,N 81.21,General cleaning of buildings,
4,N8122,N 81.22,Other building and industrial cleaning activities,
4,N8129,N 81.29,Other cleaning activities,
4,N8130,N 81.30,Landscape service activities,
4,N8211,N 82.11,Combined office administrative service activities,
4,N8219,N 82.19,"Photocopying, document preparation and other specialised office support activities",
4,N8220,N 82.20,Activities of call centres,
4,N8230,N 82.30,Organisation of conventions and trade shows,
4,N8291,N 82.91,Activities of collection agencies and credit bureaus,
4,N8292,N 82.92,Packaging activities,
4,N8299,N 82.99,Other business support service activities n.e.c.,
4,O8411,O 84.11,General public administration activities,
4,O8412,O 84.12,"Regulation of the activities of providing health care, education, cultural services and other socialservices, excluding social security",
4,O8413,O 84.13,Regulation of and contribution to more efficient operation of businesses,
4,O8421,O 84.21,Foreign affairs,
4,O8422,O 84.22,Defence activities,
4,O8423,O 84.23,Justice and judicial activities,
4,O8424,O 84.24,Public order and safety activities,
4,O8425,O 84.25,Fire service activities,
4,O8430,O 84.30,Compulsory social security activities,
4,P8510,P 85.10,Pre-primary education,
4,P8520,P 85.20,Primary education,
4,P8531,P 85.31,General secondary education,
4,P8532,P 85.32,Technical and vocational secondary education,
4,P8541,P 85.41,Post-secondary non-tertiary education,
4,P8542,P 85.42,Tertiary education,
4,P8551,P 85.51,Sports and recreation education,
4,P8552,P 85.52,Cultural education,
4,P8553,P 85.53,Driving school activities,
4,P8559,P 85.59,Other education n.e.c.,
4,P8560,P 85.60,Educational support activities,
4,Q8610,Q 86.10,Hospital activities,
4,Q8621,Q 86.21,General medical practice activities,
4,Q8622,Q 86.22,Specialist medical practice activities,
4,Q8623,Q 86.23,Dental practice activities,
4,Q8690,Q 86.90,Other human health activities,
4,Q8710,Q 87.10,Residential nursing care activities,
4,Q8720,Q 87.20,"Residential care activities for mental retardation, mental health and substance abuse",
4,Q8730,Q 87.30,Residential care activities for the elderly and disabled,
4,Q8790,Q 87.90,Other residential care activities,
4,Q8810,Q 88.10,Social work activities without accommodation for the elderly and disabled,
4,Q8891,Q 88.91,Child day-care activities,
4,Q8899,Q 88.99,Other social work activities without accommodation n.e.c.,
4,R9001,R 90.01,Performing arts,
4,R9002,R 90.02,Support activities to performing arts,
4,R9003,R 90.03,Artistic creation,
4,R9004,R 90.04,Operation of arts facilities,
4,R9101,R 91.01,Library and archives activities,
4,R9102,R 91.02,Museums activities,
4,R9103,R 91.03,Operation of historical sites and buildings and similar visitor attractions,
4,R9104,R 91.04,Botanical and zoological gardens and nature reserves activities,
4,R9200,R 92.00,Gambling and betting activities,
4,R9311,R 93.11,Operation of sports facilities,
4,R9312,R 93.12,Activities of sport clubs,
4,R9313,R 93.13,Fitness facilities,
4,R9319,R 93.19,Other sports activities,
4,R9321,R 93.21,Activities of amusement parks and theme parks,
4,R9329,R 93.29,Other amusement and recreation activities,
4,S9411,S 94.11,Activities of business and employers membership organisations,
4,S9412,S 94.12,Activities of professional membership organisations,
4,S9420,S 94.20,Activities of trade unions,
4,S9491,S 94.91,Activities of religious organisations,
4,S9492,S 94.92,Activities of political organisations,
4,S9499,S 94.99,Activities of other membership organisations n.e.c.,
4,S9511,S 95.11,Repair of computers and peripheral equipment,
4,S9512,S 95.12,Repair of communication equipment,
4,S9521,S 95.21,Repair of consumer electronics,
4,S9522,S 95.22,Repair of household appliances and home and garden equipment,
4,S9523,S 95.23,Repair of footwear and leather goods,
4,S9524,S 95.24,Repair of furniture and home furnishings,
4,S9525,S 95.25,"Repair of watches, clocks and jewellery",
4,S9529,S 95.29,Repair of other personal and household goods,
4,S9601,S 96.01,Washing and (dry-)cleaning of textile and fur products,
4,S9602,S 96.02,Hairdressing and other beauty treatment,
4,S9603,S 96.03,Funeral and related activities,
4,S9604,S 96.04,Physical well-being activities,
4,S9609,S 96.09,Other personal service activities n.e.c.,
4,T9700,T 97.00,Activities of households as employers of domestic personnel,
4,T9810,T 98.10,Undifferentiated goods-producing activities of private households for own use,
4,T9820,T 98.20,Undifferentiated service-producing activities of private households for own use,
4,U9900,U 99.00,Activities of extraterritorial organisations and bodies,
